customer_code,account_type,customer_name,salesperson,suburb,state,postcode,customer_group,customer_type,customer_ranking,email,phone
AUSTPRO,Standard,Australasian Retail Projects,Q8,Nerang,QLD,4211,UNCATEGORIZED,Shop Fitter,A-POTENT,accounts@austretail.com,56550328
AUSTRCAS,Cash Sale,Australian Tanks Pty Ltd,Q5,Luscombe,QLD,4207,UNCATEGORIZED,Masonry,A-VIP,accounts@australiantanks.com.au,NO_PHONE_PROVIDED
AUSTRTAN,Standard,Australian Tanks Pty Ltd,Q5,Luscombe,QLD,4207,UNCATEGORIZED,Masonry,A-VIP,accounts@australiantanks.com.au,1300282657
AUSTSTON,Cash Sale,Australian Stonemasonry & Tiling,Q1,The Gap,QLD,4061,STONE,Stone,A-POTENT,admin@ozsats.com.au,+61421427319
AUSTTANK,Cash Sale,Australian Tanks Qld Pty Ltd,Q5,Nerang,QLD,4211,IND,Masonry,A-VIP,accounts@australiantanks.com.au,55395336
AUSURE,Standard,Ausure Building Group Pty Ltd,Q1,Morayfield,QLD,4506,WPR,Commercial Construct,A-OCCASI,accounts@ausurebuilding.com.au,1300760789
AUTOEXT,Standard,Auto Extras Group Pty Ltd,Q1,Eagle Farm,QLD,4009,AUTO,Windscreen Installer,A-OCCASI,accounts@autoextras.com.au,+61732523809
AUTOGLAS,Standard,Auto Glass Shop,Q0,Smithfield,NSW,2164,AUTO,Autoglass Shop,I-NEVER,sales@autoglassshop.com.au,1300002345
AUTOWS,Standard,Windscreen Adhesives Online Sales,HO,Stafford,QLD,4053,AUTO,Windscreen Installer,UNRANKED,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
AUZMET,Cash Sale,Auzmet Pty Ltd,UNASSIGNED,Stapylton,QLD,4207,CLOSED,Closed,CLOSED,accounts@auzmet.com,+61738018911
AUZMETUS,Standard,Auzmet Architectural Llc,HO,Dallas    75211,TX,0,EXPORT,Facade Cladding,I-NO POT,jesse@auzmet.com,+12144168290
AVIDTILI,Cash Sale,Avid Tiling,Q3,Edens Landing,QLD,4207,UNCATEGORIZED,Bathroom,NEW-ACCE,info@avidtiling.com.au,+61458779881
AVIONICS,Standard,Avionics Ltd,HO,Mascot,NSW,1460,CONST,Misc Construction,I-POTENT,accounts@avionicslimited.com,+61293165025
AWSWINDO,Cash Sale,Aws Windows,Q3,Crestmead,QLD,4132,UNCATEGORIZED,Window Fixer,NEW-ACCE,accounts@awswd.com.au,+61423524656
AXXON,Standard,Axxon In Stone,Q4,Warana,QLD,4575,STONE,Stone,A-OCCASI,allisong@axxoninstone.com.au,54937296
AZAPAK,Standard,Azapak,Q3,Bulimba,QLD,4171,UNCATEGORIZED,Industrial Supplies,NEW-ACCE,payables@azapak.com.au,+61738931000
AZBUILT,Standard,Az Built Ltd,HO,Spring Hill,QLD,4000,CONST,Domestic Builder,A-MONITO,adam@azbuilt.com.au,+61733574019
AZLIK,Standard,Azlik Corrosion Solutions,Q3,Birkdale,QLD,4159,IND,Misc Industrial,A-MONITO,sales@azlikcorrosionsolutions.com.au,+61434118053
BADDEBT,Internal,Bad Debts,UNASSIGNED,Nan,UNKNOWN,0,UNCATEGORIZED,Standard,UNRANKED,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
BAKERSCO,Cash Sale,Bakers & Co Painting & Decorating,Q1,Kelvin Grove,QLD,4059,A1,Painter,I-NEVER,admin@bakersco.com.au,+61733567482
BALEC,Cash Sale,Balec Electrical,GC OFFICE,Nerang,QLD,4211,UNCATEGORIZED,Misc Industrial,I-NO POT,admin@balecelectrical.com.au,1300142699
BANKS,Standard,Banks Benchtops,SHARED,Nan,UNKNOWN,0,UNCATEGORIZED,Stone,A-OCCASI,accountsarcherfield@banksbenchtops.com.au,+61732167979
BARCO,Standard,Barco Custom Joinery,Q2,Toowoomba,QLD,4350,UNCATEGORIZED,Joinery & Cabinet,A-MONITO,accounts@barcojoinery.com,46347339
BARNRIG,Standard,Barney's Rigging Pty Ltd,Q2,Toowoomba,QLD,4350,UNCATEGORIZED,Commercial Construct,A-OCCASI,barneysrigging@hotmail.com,+61408538253
BARRYBRI,Cash Sale,Barry Bridger Sheetmetal,Q4,Noosaville,QLD,4566,IND,Sheet Metal,I-NEVER,NO_EMAIL_PROVIDED,+61754498133
BARRYBRO,Cash Sale,Bee Jay Investments Pty Ltd,GC OFFICE,Casuarina,NSW,2487,APP D,Misc Construction,I-NO POT,barry.brownjohn@gmail.com,+61419383940
BARTLE,Cash Sale,David Bartle,Q3,Wynnum,QLD,4178,UNCATEGORIZED,Domestic Builder,A-MONITO,davesbuilding@live.com.au,+61418780306
BASE,Cash Sale,Base Tiling,Q3,Oxley,QLD,4075,TILER,Bathroom,I-GOLD,leanne@baseterrazzo.com.au,+61434517655
BASICP,Cash Sale,Basic Plumbing Supplies Pty Ltd,Q3,Cleveland,QLD,4163,RESELLER,Plumbing Supplies,I-NO POT,basicplumbingsupplies@bigpond.com,+61738211818
BATSTONE,Standard,Batstone Stone Pty Ltd,Q3,Rocklea,QLD,4106,UNCATEGORIZED,Stone,NEW-ACCE,office@batstone.com.au,+61732166054
BAYCOAST,Cash Sale,Bay & Coast Van Repairs,Q6,Urangan,QLD,4655,AUTO,Auto Manufacturer,A-SERVIC,sales@bayandcoast.com.au,41946801
BAYSET,Standard,Bayset Waterproofing Supplies Pty Ltd,Q0,Archerfield Bc,QLD,4108,MEGAPOXY,Standard,A-MONITO,accpay@bayset.com.au,+61737223822
BAYSIPLA,Standard,Bayside Plasterboard,Q3,Capalaba,QLD,4157,RESELLER,Plasterboard Supplie,I-POTENT,accounts@bspb.com.au,+61732454488
BAYVIEWG,Cash Sale,Bayview Glass,Q6,Urangan,QLD,4655,UNCATEGORIZED,Window Fixer,A-OCCASI,admin@bayviewglass.com.au,+61741289333
BAYWP,Standard,Bayside Waterproofing,Q3,Cleveland,QLD,4163,A1,Sheet Metal,I-GOLD,a.bray@live.com.au,+61419740699
BAYZ,Cash Sale,Bayzoil Truck & Auto Spares,Q6,Pialba,QLD,4655,RESELLER,Fastening Shop,A-OCCASI,admin@bayzoil.com.au,41248701
BBAGENCI,Standard,B And B Agencies Pty Ltd,Q0,Ascot,QLD,4007,RESELLER,Adhesive Supplies,A-MONITO,bullafiji@icloud.com,+61412239635
BBCARA,Cash Sale,B & B Caravan Repairs,Q1,Brendale,QLD,4500,UNCATEGORIZED,Auto Manufacturer,NEW-ACCE,kate@bbcaravan.com.au,+61738813884
BBPRINT,Standard,Bb Print Pty Ltd,Q7,Mackay Mc,QLD,4741,IND,Misc Industrial,I-NO POT,sales@bbprint.com.au,49576588
BCC,Standard,Brisbane City Council,Q1,Brisbane,QLD,4001,GOVT,Government,A-SERVIC,accountspayable@brisbane.qld.gov.au,+61730274919
BCMBODY,Cash Sale,Bcm Body Repairs,Q3,Moorooka,QLD,4105,AUTO,Windscreen Installer,I-NEVER,admin@bcmbodyrepairs.com.au,+61738483497
BDWINST,Standard,Bdw Installations,Q1,Brendale,QLD,4500,STONE,Stone,A-POTENT,office@bdw.net.au,+61731142962
BEACH,Standard,Beachwood Doors & Joinery,Q4,Kunda Park,QLD,4556,JOINERY,Joinery & Cabinet,NEW-ACCE,sales@beachwooddoors.com.au,54534961
BEAR,Standard,Bearhino,Q8,Currumbin Waters,QLD,4223,APP D,Commercial Caulking,A-OCCASI,heckelandjeckel@hotmail.com,+61405443963
BEAUMONT,Cash Sale,Beaumont Tiles,UNASSIGNED,Nan,UNKNOWN,0,UNCATEGORIZED,Standard,A-POTENT,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
BEDMON,Cash Sale,Bed Monkeys,HO,Caboolture,QLD,4510,UNCATEGORIZED,Joinery & Cabinet,A-POTENT,charterboat66@hotmail.com,NO_PHONE_PROVIDED
BEEL,Cash Sale,Beel Solutions,Q4,Palmview,QLD,4553,UNCATEGORIZED,Misc Industrial,FOL-UP,info@beelsolutions.com.au,+61408999818
BEKAAGRO,Cash Sale,Bekaa Group,Q3,Annerley,QLD,4103,A0,Developer,A-MONITO,ronnie@bekaagroup.com,+61412329740
BELCO,Standard,Belco Custom Trailers,Q1,Brendale,QLD,4500,IND,Auto Manufacturer,A-NEVER,payables@belcocustomtrailers.com.au,+61734904500
BELLAMAN,Standard,Bella Manufacturing,Q4,Warana,QLD,4575,IND,Auto Manufacturer,I-NEVER,storeman@bellamanufacturing.com.au,54766161
BELLEQLD,Standard,Bellevue Qld Pty Ltd,Q3,South Brisbane,QLD,4101,A0,Commercial Construct,A-MONITO,julian@bellevueqld.com,+61412072133
BELLS,Cash Sale,Bells,Q1,Virginia,QLD,4014,UNCATEGORIZED,Facade Cladding,A-POTENT,ed@bellsbic.com.au,+61732668150
BELSO,Standard,Belso Group Pty Ltd,Q1,Geebung,QLD,4034,UNCATEGORIZED,Shop Fitter,A-MONITO,accounts@belso.com.au,+61733552458
BENCHMRK,Standard,Benchmark Building & Construction Pty Ltd,Q4,Maroochydore,QLD,4558,CONST,Domestic Builder,A-MONITO,accounts@benchmarkbuilding.com.au,54716765
BENDIECK,Cash Sale,Real Estate Reborn,Q1,Banyo,QLD,4014,UNCATEGORIZED,Waterproofing,NEW-ACCE,admin@realestatereborn.com.au,NO_PHONE_PROVIDED
BENGADE,Standard,Benga Designs Pty Ltd,Q1,Stafford,QLD,4053,IND,Signage,A-POTENT,jason@bengadesigns.com.au,+61733526972
BENMAR,Standard,Benmar Constructions,HO,Toowong,QLD,4066,CONST,Domestic Builder,I-NO POT,marcus@benmarconstructions.com,+61418748664
BENTP,Cash Sale,Bent Plastics,Q4,Kunda Park,QLD,4556,UNCATEGORIZED,Standard,A-NEVER,admin@bentplastics.com.au,+61754453623
BERENS,Standard,Berens Construction,Q4,Parrearra,QLD,4575,CONST,Waterproofing,I-POTENT,rberens@idnahomes.com.au,+61400613431
BERNIES,Cash Sale,Bernies Windscreens,Q5,Currumbin Waters,QLD,4223,AUTO,Windscreen Installer,A-SERVIC,bho37407@bigpond.net.au,+61414655363
BESTSEAL,Cash Sale,Bestseal Waterproofing,Q2,Gowrie Junction,QLD,4352,UNCATEGORIZED,Standard,NEW-ACCE,admin@bestseal.com.au,+61438152704
BETABORD,Standard,Betaboard Plasterboard Supplies,Q3,Rocklea,QLD,4106,RESELLER,Plasterboard Supplie,A-POTENT,jodie@betaboard.com.au,NO_PHONE_PROVIDED
BETTER,Cash Sale,Better Carpentry,HO,Grange,QLD,4051,CONST,Misc Construction,I-NO POT,johnferguslawson@bigpond.com,+61401362225
BETWEEN,Standard,Between 2 Floors Pty Ltd,Q4,Meridan Plains,QLD,4551,JOINERY,Joinery & Cabinet,A-MONITO,accounts@between2floors.com.au,+61487168069
BIANCO,Standard,Bianco Construction & Indust Supplies Cash,ONLINE-LN,Yarrawonga,NT,830,UNCATEGORIZED,Industrial Supplies,UNRANKED,alexd@bianco.com.au,+61884454611
BIRCHSHE,Standard,Birch Sheet Metal Pty Ltd,Q4,Caloundra Dc,QLD,4551,IND,Sheet Metal,A-MONITO,admin@birchsheetmetal.com.au,54917555
BJSGROUP,Standard,Bjs Group,Q3,Woolloongabba,QLD,4102,APP C,Commercial Caulking,A-POTENT,accounts@bjsgroup.com.au,1300218898
BKCAULK,Cash Sale,Bk Commercial Caulking,Q5,Hope Island,QLD,4212,APP D,Commercial Caulking,A-VIP,accounts@bkcommercial.com.au,+61405367772
BKLCERAM,Cash Sale,Bkl Ceramics,Q3,Shailer Park,QLD,4128,UNCATEGORIZED,Bathroom,NEW-ACCE,BKLCeramics@gmail.com,+61421869329
BLACKWOO,Standard,J Blackwoods & Son Pty Ltd,Q0,Nan,UNKNOWN,0,RESELLER,Industrial Supplies,A-POTENT,bwpayableinvoices@blackwoods.com.au,+61732757222
BLAKES,Standard,Blakes Waterproofing,Q1,Paddington,QLD,4064,A1,Waterproofing,A-VIP,info@blakeswaterproofing.com.au,+61733526192
BLAND2B,Standard,Bland 2 Brilliant Landscapes,Q8,Burleigh Heads,QLD,4220,CONST,Masonry,A-OCCASI,accounts@bland2brilliant.com.au,55368007
BLD,Cash Sale,Bld Building,HO,Alderley,QLD,4051,IND,Developer,A-POTENT,NO_EMAIL_PROVIDED,+61401858447
BLDSERV,Cash Sale,Bld Services Pty Ltd,Q1,Brendale,QLD,4500,IND,Auto Manufacturer,A-OCCASI,bldsvcs@bigpond.net.au,+61419640830
BLINKINT,Cash Sale,Blink International / Allsigns,Q1,Brendale,QLD,4500,UNCATEGORIZED,Signage,NEW-ACCE,info@allsignsbrisbane.au,+61424505990
BLUEBIRD,Cash Sale,Bluebird Design & Build,Q1,Grange,QLD,4051,UNCATEGORIZED,Trade Builder,NEW-ACCE,admin@bluebirddc.com.au,+61730763217
BLUTEC,Standard,Blutec Waterproofing & Austrade Supplies,Q1,Spring Hill,QLD,4004,UNCATEGORIZED,Waterproofing,NEW-ACCE,admin@blutec.com.au,+61422401862
BMDCONST,Standard,Bmd Constructions,Q3,Wynnum,QLD,4178,CONST,Commercial Construct,A-POTENT,invoices@bmd.com.au,+61738937000
BMEAUST,Standard,Bme Australia,Q4,Bundaberg,QLD,460,UNCATEGORIZED,Misc Industrial,NEW-ACCE,accounts@bmeaust.com.au,+61741531112
BMGCAB,Standard,Bmg Cabinets & Joinery,Q8,Currumbin,QLD,4223,JOINERY,Joinery & Cabinet,FOL-UP,bmgaccounts@live.com,55342385
BMIND,Standard,B & M Industrial Supplies,Q5,South Lismore,NSW,2480,RESELLER,Industrial Supplies,A-POTENT,bmindsupplies@gmail.com,+61266219428
BMSMIT10,Standard,Bms Mitre 10 Toowoomba,Q2,Toowoomba,QLD,4350,RESELLER,Hardware,I-NO POT,apayable@bmsm10.com.au,46593200
BMVENG,Cash Sale,Bmv Engineering,Q4,Yandina,QLD,4561,IND,Auto Manufacturer,A-MONITO,chris_at_bmv@live.com.au,+61419780377
BOATAHOM,Standard,Boat A Home,Q4,Warana,QLD,4575,MARINE,Marine Manufacturer,A-OCCASI,admin@boatahome.com.au,54938599
BOGANSON,Cash Sale,Bogan & Sons Hardware,Q3,Coorparoo,QLD,4151,RESELLER,Hardware,A-POTENT,sales@boganandsons.com.au,+61732752622
BOLLARDS,Cash Sale,Bollards Qld,Q3,Cleveland,QLD,4163,UNCATEGORIZED,Misc Construction,A-NEVER,antony@bollardsqld.com.au,+61418725454
BOLTBIZ,Standard,Bolt Biz,Q3,Hemmant,QLD,4174,RESELLER,Fastening Shop,A-OCCASI,accounts@boltbiz.com.au,+61733904990
BOLTKING,Cash Sale,The Bolt King,Q3,Capalaba,QLD,4157,RESELLER,Fastening Shop,A-POTENT,sales@boltking.com.au,+61732456177
BOLTSIND,Cash Sale,Bolts & Industrial Supplies,SHARED,Salisbury,QLD,4107,RESELLER,Fastening Shop,I-POTENT,info@bolt.com.au,+61732776944
BOLTSNBI,Cash Sale,Bolts N Bits Pty Ltd,Q3,Loganholme,QLD,4129,UNCATEGORIZED,Standard,NEW-ACCE,accounts@boltsnbits.com.au,+61738061117
BOOKS,Standard,Books And Boxes,Q3,Salisbury,QLD,4107,IND,Misc Industrial,I-NEVER,booknbox@bigpond.net.au,+61732767155
BOONM10,Standard,Boonah Mitre 10,Q2,Boonah,QLD,4310,UNCATEGORIZED,Hardware,I-NO POT,info@boonahmitre10.com.au,54631805
BOSLEY,Standard,Bosley Mj,Q3,Murarrie,QLD,4172,APP D,Facade Cladding,FOL-UP,mbosley@outlook.com.au,+61416310933
BOSTIK,Standard,Bostik Australia Pty Ltd,Q0,Thomastown,VIC,3074,RESELLER,Adhesive Supplies,A-VIP,ap.australia@bostik.com,1800267845
BOTHAR,Cash Sale,Bothar Boring & Tunnelling,Q3,Murarrie,QLD,4172,CONST,Masonry,I-NEVER,accounts@botharboring.com,1300807000
BRADCO,Cash Sale,Bradco Joinery Kitchens,Q1,Clontarf,QLD,4019,JOINERY,Joinery & Cabinet,A-POTENT,accounts@bradco.com.au,+61732849255
BRADCOXP,Cash Sale,Brad Cox Plumbing,HO,Red Hill,QLD,4059,IND,Plumber,I-NO POT,office@bradcoxplumbing.com.au>,+61419776410
BRADELIT,Standard,Brads Elite Tiling Services Pty Ltd,Q4,Meridan Plains,QLD,4551,TILER,Bathroom,A-POTENT,hockam@bigpond.com,+61419659648
BRADFIEL,Cash Sale,Bradfield Building,Q2,Warwick,QLD,4370,CONST,Domestic Builder,A-NEVER,peter@bradfieldbuilding.com.au,+61407671223
BRADLEY,Standard,Bradley Industries Qld,Q1,Brendale,QLD,4500,UNCATEGORIZED,Auto Manufacturer,A-MONITO,accounts@jbf.com.au,+61732054477
BRADNAMS,Cash Sale,Bradnams Windows & Doors Pty Ltd,Q1,Viriginia,QLD,4014,INACTIVE,Joinery & Cabinet,I-NEVER,supplier.invoices@bradnams.com.au,+61731313777
BRAID,Standard,Braid Industries Pty Ltd,Q8,Currumbin,QLD,4223,APP D,Civil Const,A-POTENT,accounts@braid.net.au,+61413703704
BRAITHWA,Standard,Braithwaite Electrical,Q3,Brisbane Market,QLD,4106,IND,Misc Industrial,A-MONITO,info@braithwaite.com.au,+61732171377
BREATHES,Standard,Breathesafe,Q3,Ellen Grove,QLD,4078,IND,Misc Industrial,A-VIP,ap@breathe-safe.com,+61732767833
BRENDER,Cash Sale,Brisbane Render,Q3,Shailer Park,QLD,4128,APP D,Misc Construction,FOL-UP,brissyrender@gmail.com,+61474721693
BRENTCHI,Standard,Brent Chisholm Homes,ONLINE-LN,Warnambool,VIC,3280,UNCATEGORIZED,Domestic Builder,NEW-ACCE,brentchisholm@bigpond.com,+61408107232
BRENTWO,Cash Sale,Brentwood Building Pty Ltd,Q4,Mooloolaba,QLD,4557,UNCATEGORIZED,Domestic Builder,A-NEVER,brentwoodbuilding1@bigpond.com,+61438112689
BREZA,Standard,Breza Farming Pty Ltd,Q2,Dalby,QLD,4405,UNCATEGORIZED,Misc Industrial,A-OCCASI,lizacrothers@bigpond.com,+61427008656
BRIANGR,Standard,Brian Grant Kitchens & Bathrooms,Q2,Bundamba,QLD,4304,JOINERY,Joinery & Cabinet,A-MONITO,accounts@briangrants.com.au,+61732821033
BRICK,Standard,Brick Construction,SHARED,Norman Park,QLD,4170,CONST,Commercial Construct,A-VIP,accounts@brickconstruction.com.au,+61427832568
BRICKWOR,Standard,Brickworks Building Products,Q3,Wetherill Park Dc,NSW,1851,IND,Masonry,A-OCCASI,tap@brickworks.com.au,+61730972607
BRIDA,Standard,Bricon Industries,Q3,Daisy Hill,QLD,4127,FAST,Fastening Shop,A-POTENT,sales@briconindustries.com.au,+61491126094
BRIGHTWO,Standard,Brightworks Stainless,Q4,Coolum Beach,QLD,4573,IND,Sheet Metal,A-OCCASI,brightworks2@outlook.com,54461233
BRILLANT,Standard,Brilliant Bathroom & Kitchens,Q1,Kedron,QLD,4031,CONST,Bathroom,A-NEVER,skubi.testa@gmail.com,+61733506778
BRISBARV,Standard,Brisbane Rv's,Q1,Burpengary,QLD,4505,IND,Auto Manufacturer,A-OCCASI,accounts@brisbanervs.com.au,+61738883273
BRISBATH,Standard,Brisbane Bathroom Renovations Pty Ltd,Q1,Wavell Heights,QLD,4012,TILER,Bathroom,A-VIP,info@brisbanebathrooms.com,+61732662216
BRISBEST,Cash Sale,Brisbane Best Homes #2906,HO,Kenmore,QLD,4069,TB,Trade Builder,I-POTENT,brisbanebesthomes@bigpond.com,+61410276131
BRISBUS,Cash Sale,Brisbane Bus Lines Pty Ltd,HO,Alderley,QLD,4051,IND,Auto Manufacturer,A-NEVER,store@brisbanebuslines.com.au,+61733543035
BRISCAUL,Cash Sale,Brisbane Caulking,Q1,Mitchelton,QLD,4053,APP D,Commercial Caulking,A-POTENT,brisbanecaulking@gmail.com,+61433918214
BRISFAS,Standard,Bretts Brisbane Fasteners,Q1,Stafford Dc,QLD,4053,RESELLER,Fastening Shop,I-POTENT,accountspayable@bretts.com.au,+61738811144
BRISGRAN,Standard,Brisbane Granite & Marble Pty Ltd,Q1,Northgate,QLD,4013,STONE,Stone,I-GOLD,admin@bgm.com.au,+61732664933
BRISIMAG,Cash Sale,Brisbane Image Group,Q1,Brendale,QLD,4500,UNCATEGORIZED,Signage,FOL-UP,accounts@brisbaneimagegroup.com.au,+61721047995
BRISINSU,Standard,Brisbane Insulated Builders,Q3/ONLINE,Crestmead,QLD,4132,UNCATEGORIZED,Coldroom,NEW-ACCE,admin@brisbaneinsulatedbuilders.com.au,+61499990896
BRISLA,Standard,Bris Aluminium Qld Pty Ltd,Q3,Slacks Creek,QLD,4127,UNCATEGORIZED,Misc Industrial,I-NEVER,accounts@brisaluminium.com.au,+61732995227
BRISPREC,Cash Sale,Brisbane Pre-Cast Pty Ltd,Q1,Deception Bay,QLD,4508,CONST,Masonry,I-NEVER,info@brisbaneprecast.com.au,+61732047181
BRISREND,Standard,Brisbane Rendering,Q3,Maroochydore,QLD,4558,UNCATEGORIZED,Commercial Caulking,NEW-ACCE,admin@brisbanerendering.com.au,+61409627020
BRISSTAI,Cash Sale,Brisbane Stairwerx,Q1,Burpengary,QLD,4505,JOINERY,Joinery & Cabinet,A-OCCASI,brisbanestairwerx@bigpond.com,+61433541447
BRISTICR,Cash Sale,Brisbane Tiling Crew Pty Ltd,HO,Deception Bay,QLD,4508,UNCATEGORIZED,Bathroom,NEW-ACCE,samtiling1996@gmail.com,+61474944279
BRISTILE,Standard,Brisbane Tiling Service Closed,UNASSIGNED,Kedron,QLD,4031,TILER,Bathroom,CLOSED,accounts@bristile.net.au,+61738615668
BRISTIMB,Cash Sale,Brisbane Timber Doors & Windows,Q3,Springwood,QLD,4127,JOINERY,Joinery & Cabinet,A-NEVER,jackiep@btdw.com.au,+61732994398
BRISWHOL,Standard,Brisbane Wholesale Tiles,Q1,Kippa Ring,QLD,4021,UNCATEGORIZED,Tile Shop,A-POTENT,nirmaldobariya28@gmail.com,+61468745459
BRITRAC,Standard,Britrac Pty Ltd,Q7,Bohle,QLD,4818,UNCATEGORIZED,Misc Construction,A-MONITO,accounts@britrac.com,47746949
BRIZPOOL,Standard,Briz Pool Pty Ltd,Q1,Sandgate,QLD,4017,CONST,Misc Construction,A-MONITO,jim@plungepoolpeople.com.au,+61438585589
BROADS,Cash Sale,Steve Broadstock,Q4,Birtinya,QLD,4575,A0,Bathroom,I-NEVER,ontrendtiling@gmail.com,+61413177842
BRONCO,Cash Sale,Bronco Build,Q1,Landsborough,QLD,4550,UNCATEGORIZED,Commercial Construct,I-POTENT,build@outlook.com,+61467788007
BROWNLEE,Standard,Brownlee Construction,Q8,Banora Point,NSW,2486,INACTIVE,Commercial Construct,I-POTENT,james@brownleeconstruction.com.au,+61422628420
BTILED,Cash Sale,B-Tiled,Q4,Minyama,QLD,4575,UNCATEGORIZED,Standard,A-MONITO,barry@b-tiled.com.au,+61408880732
BTS,Cash Sale,Bts Tiling Services,Q3,Runcorn,QLD,4113,UNCATEGORIZED,Bathroom,NEW-ACCE,milan4113@gmail.com,+61413753672
BUCKLEY,Standard,Buckley Custom Builders,Q2,Dalby,QLD,4405,UNCATEGORIZED,Domestic Builder,A-OCCASI,admin@buckleycustombuilders.com.au,+61419671586
BUDERAIR,Standard,Buderim Air,Q4,Forest Glen,QLD,4556,UNCATEGORIZED,Misc Industrial,NEW-ACCE,buderimair@gmail.com,54454911
BUILDCON,Standard,The Building Connection Group,Q8,Southport Bc,QLD,4215,MEGAPOXY,Industrial Supplies,A-OCCASI,admin@thebuildingconnection.com.au,55974959
BUILDCOR,Standard,Buildcorp Group Pty Ltd,Q3,Camperdown,NSW,1450,UNCATEGORIZED,Developer,NEW-ACCE,accounts@buildcorp.com.au,+61295650000
BUILDDIS,Standard,Builders Discount Warehouse,Q1,Brendale,QLD,4500,RESELLER,Hardware,A-POTENT,ap@bdw.net.au,+61738899827
BUILDECT,Cash Sale,Buildects,Q8,Molendinar,QLD,4214,APP D,Domestic Builder,A-OCCASI,info@buildects.com,+61404479016
BUILDGRO,Standard,Builders Discount W/House Group Pty Ltd Arundul,Q8,Arundul,QLD,4214,UNCATEGORIZED,Hardware,A-MONITO,ap@bdw.net.au,+61738899827
BUILDIT,Standard,Build It Fasteners Pty Ltd,GC OFFICE,Helensvale,QLD,4212,RESELLER,Fastening Shop,I-NO POT,sales@builditfasteners.com.au,+61499707006
BUILDREC,Standard,Building Rectification Services,Q8,Ashmore City,QLD,4214,CONST,Commercial Construct,A-POTENT,accounts@buildingrectification.com.au,55393588
BUILDRIG,Cash Sale,Build Right Constructions,Q3,Daisy Hill,QLD,4127,UNCATEGORIZED,Domestic Builder,NEW-ACCE,contact@buildrightconstructions.com.au,042352108
BUILDSUP,Cash Sale,Build Supply Imports,HO,Bardon,QLD,4065,UNCATEGORIZED,Misc Construction,NEW-ACCE,bsicrackfix@bigpond.com,+61423410121
BUILDX,Cash Sale,Buildx Excellence In Building,HO,Chermside West,QLD,4032,CONST,Domestic Builder,A-MONITO,celliott@buildx.net.au,+61422099236
BUILTBYJ,Cash Sale,Built By Jake,HO,Albany Creek,QLD,4035,CONST,Domestic Builder,A-MONITO,jake@builtbyjake.com.au,+61410943818
BUILTHOM,Standard,Built Homes & Renovations Pty Ltd,HO,Stafford,QLD,4053,CONST,Domestic Builder,A-MONITO,accounts@builthr.com.au,+61438174446
BULKCARG,Cash Sale,Bulk Cargo Services,Q1,Pinkenba,QLD,4008,UNCATEGORIZED,Tilt Panel,NEW-ACCE,ap@bulkcargo.com.au,+61736211777
BULLETP,Standard,Bulletproof,Q4,Buddina,QLD,4575,WPR,Waterproofing,A-MONITO,bulletproof.tw@outlook.com,+61402091693
BUMPSHOP,Cash Sale,The Bump Shop,HO,Eagle Farm,QLD,4009,AUTO,Auto Manufacturer,I-NO POT,admin@thebumpshop.com.au,+61732684900
BUNDABER,Standard,Bundaberg Concrete Casters,Q6,Bundaberg,QLD,4670,CONST,Masonry,I-POTENT,concretecasters@bigpond.com,+61741515969
BUNDYJS,Cash Sale,Bundy Joint Sealing,Q4,Avondale,QLD,4670,UNCATEGORIZED,Commercial Caulking,A-POTENT,bundyjointsealing@gmail.com,+61432061086
BUNDYTIL,Standard,Bundy Tiling Pty Ltd,HO,Innes Park,QLD,4670,UNCATEGORIZED,Bathroom,NEW-ACCE,admin@bundytiling.com.au,+61487412182
BUNKER,Standard,The Bunker,Q4,Noosaville,QLD,4566,RESELLER,Timber Supplies,A-OCCASI,accounts@bunker.net.au,54701800
BURGESS,Standard,Burgess Kitchens,Q1,Caboolture,QLD,4510,JOINERY,Joinery & Cabinet,I-NO POT,admin@burgesskitchens.com.au,54951550
BURWIL,Cash Sale,Burke & Wills Projects,Q1,Geebung,QLD,4034,UNCATEGORIZED,Domestic Builder,A-OCCASI,ryan@bwprojects.com.au,NO_PHONE_PROVIDED
BURWILL,Cash Sale,Burke & Wills Joinery,Q1,Zillmere,QLD,4034,UNCATEGORIZED,Joinery & Cabinet,NEW-ACCE,accounts@burkeandwillsjoinery.com.au,+61735445090
BUSHNELL,Cash Sale,Matthew Bushnell,HO,Mcdowall,QLD,4053,TILER,Bathroom,I-NO POT,tilermatt@gmail.com,+61413044055
BYRONGLA,Cash Sale,Byron Glass & Aluminium Pty Ltd,Q8,Mullumbimby,NSW,2482,APP D,Glass & Alum,A-POTENT,sales@byronglass.com.au,+61266808123
CABARITA,Cash Sale,Northern Rives Glass,Q5,Tweed Heads South,NSW,2486,UNCATEGORIZED,Window Fixer,I-POTENT,office@nrglass.com.au,+61756073218
CABCOL,Cash Sale,Cabinet Collective,HO,Brendale,QLD,4500,UNCATEGORIZED,Joinery & Cabinet,A-OCCASI,joel@cabinetcollective.com.au,NO_PHONE_PROVIDED
CABCON,Standard,Caboolture Concreters Warehouse,Q1,Caboolture,QLD,4510,RESELLER,Masonry Supplies,I-POTENT,sales@cabcon.com.au,54953866
